 >TARPBXN : slab+disk; XS2,XS3,YS,ZS= 15.0000  0.0000 24.0000 24.0000
      9312 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   4976  -8  -1  -5 2 2 2
   4977  -8  -1  -4 2 2 2
   4978  -8  -1  -3 2 2 2
   4979  -8  -1  -2 2 2 2
   4980  -8  -1  -1 2 2 2
   4981  -8  -1   0 2 2 2
   4982  -8  -1   1 2 2 2
   4983  -8  -1   2 2 2 2
   4984  -8  -1   3 2 2 2
   4985  -8  -1   4 2 2 2
   4986  -8  -1   5 2 2 2
   4987  -8  -1   6 2 2 2
   4988  -8  -1   7 2 2 2
   4989  -8  -1   8 2 2 2
   4990  -8  -1   9 2 2 2
   4991  -8  -1  10 2 2 2
   4992  -8  -1  11 2 2 2
   4993  -8   0 -12 2 2 2
   4994  -8   0 -11 2 2 2
   4995  -8   0 -10 2 2 2
   4996  -8   0  -9 2 2 2
   4997  -8   0  -8 2 2 2
   4998  -8   0  -7 2 2 2
   4999  -8   0  -6 2 2 2
   5000  -8   0  -5 2 2 2
   5001  -8   0  -4 2 2 2
   5002  -8   0  -3 2 2 2
   5003  -8   0  -2 2 2 2
   5004  -8   0  -1 2 2 2
   5005  -8   0   0 2 2 2
   5006  -8   0   1 2 2 2
   5007  -8   0   2 2 2 2
   5008  -8   0   3 2 2 2
   5009  -8   0   4 2 2 2
   5010  -8   0   5 2 2 2
   5011  -8   0   6 2 2 2
   5012  -8   0   7 2 2 2
   5013  -8   0   8 2 2 2
   5014  -8   0   9 2 2 2
   5015  -8   0  10 2 2 2
   5016  -8   0  11 2 2 2
   5017  -8   1 -12 2 2 2
   5018  -8   1 -11 2 2 2
   5019  -8   1 -10 2 2 2
   5020  -8   1  -9 2 2 2
   5021  -8   1  -8 2 2 2
   5022  -8   1  -7 2 2 2
   5023  -8   1  -6 2 2 2
   5024  -8   1  -5 2 2 2
   5025  -8   1  -4 2 2 2
   5026  -8   1  -3 2 2 2
   5027  -8   1  -2 2 2 2
   5028  -8   1  -1 2 2 2
   5029  -8   1   0 2 2 2
   5030  -8   1   1 2 2 2
   5031  -8   1   2 2 2 2
   5032  -8   1   3 2 2 2
   5033  -8   1   4 2 2 2
   5034  -8   1   5 2 2 2
   5035  -8   1   6 2 2 2
   5036  -8   1   7 2 2 2
   5037  -8   1   8 2 2 2
   5038  -8   1   9 2 2 2
   5039  -8   1  10 2 2 2
   5040  -8   1  11 2 2 2
   5041  -8   2 -12 2 2 2
   5042  -8   2 -11 2 2 2
   5043  -8   2 -10 2 2 2
   5044  -8   2  -9 2 2 2
   5045  -8   2  -8 2 2 2
   5046  -8   2  -7 2 2 2
   5047  -8   2  -6 2 2 2
   5048  -8   2  -5 2 2 2
   5049  -8   2  -4 2 2 2
   5050  -8   2  -3 2 2 2
   5051  -8   2  -2 2 2 2
   5052  -8   2  -1 2 2 2
   5053  -8   2   0 2 2 2
   5054  -8   2   1 2 2 2
   5055  -8   2   2 2 2 2
   5056  -8   2   3 2 2 2
   5057  -8   2   4 2 2 2
   5058  -8   2   5 2 2 2
   5059  -8   2   6 2 2 2
   5060  -8   2   7 2 2 2
   5061  -8   2   8 2 2 2
   5062  -8   2   9 2 2 2
   5063  -8   2  10 2 2 2
   5064  -8   2  11 2 2 2
   5065  -8   3 -12 2 2 2
   5066  -8   3 -11 2 2 2
   5067  -8   3 -10 2 2 2
   5068  -8   3  -9 2 2 2
   5069  -8   3  -8 2 2 2
   5070  -8   3  -7 2 2 2
   5071  -8   3  -6 2 2 2
   5072  -8   3  -5 2 2 2
   5073  -8   3  -4 2 2 2
   5074  -8   3  -3 2 2 2
   5075  -8   3  -2 2 2 2
   5076  -8   3  -1 2 2 2
   5077  -8   3   0 2 2 2
   5078  -8   3   1 2 2 2
   5079  -8   3   2 2 2 2
   5080  -8   3   3 2 2 2
   5081  -8   3   4 2 2 2
   5082  -8   3   5 2 2 2
   5083  -8   3   6 2 2 2
   5084  -8   3   7 2 2 2
   5085  -8   3   8 2 2 2
   5086  -8   3   9 2 2 2
   5087  -8   3  10 2 2 2
   5088  -8   3  11 2 2 2
   5089  -8   4 -12 2 2 2
   5090  -8   4 -11 2 2 2
   5091  -8   4 -10 2 2 2
   5092  -8   4  -9 2 2 2
   5093  -8   4  -8 2 2 2
   5094  -8   4  -7 2 2 2
   5095  -8   4  -6 2 2 2
   5096  -8   4  -5 2 2 2
   5097  -8   4  -4 2 2 2
   5098  -8   4  -3 2 2 2
   5099  -8   4  -2 2 2 2
   5100  -8   4  -1 2 2 2
   5101  -8   4   0 2 2 2
   5102  -8   4   1 2 2 2
   5103  -8   4   2 2 2 2
   5104  -8   4   3 2 2 2
   5105  -8   4   4 2 2 2
   5106  -8   4   5 2 2 2
   5107  -8   4   6 2 2 2
   5108  -8   4   7 2 2 2
   5109  -8   4   8 2 2 2
   5110  -8   4   9 2 2 2
   5111  -8   4  10 2 2 2
   5112  -8   4  11 2 2 2
   5113  -8   5 -12 2 2 2
   5114  -8   5 -11 2 2 2
   5115  -8   5 -10 2 2 2
   5116  -8   5  -9 2 2 2
   5117  -8   5  -8 2 2 2
   5118  -8   5  -7 2 2 2
   5119  -8   5  -6 2 2 2
   5120  -8   5  -5 2 2 2
   5121  -8   5  -4 2 2 2
   5122  -8   5  -3 2 2 2
   5123  -8   5  -2 2 2 2
   5124  -8   5  -1 2 2 2
   5125  -8   5   0 2 2 2
   5126  -8   5   1 2 2 2
   5127  -8   5   2 2 2 2
   5128  -8   5   3 2 2 2
   5129  -8   5   4 2 2 2
   5130  -8   5   5 2 2 2
   5131  -8   5   6 2 2 2
   5132  -8   5   7 2 2 2
   5133  -8   5   8 2 2 2
   5134  -8   5   9 2 2 2
   5135  -8   5  10 2 2 2
   5136  -8   5  11 2 2 2
   5137  -8   6 -12 2 2 2
   5138  -8   6 -11 2 2 2
   5139  -8   6 -10 2 2 2
   5140  -8   6  -9 2 2 2
   5141  -8   6  -8 2 2 2
   5142  -8   6  -7 2 2 2
   5143  -8   6  -6 2 2 2
   5144  -8   6  -5 2 2 2
   5145  -8   6  -4 2 2 2
   5146  -8   6  -3 2 2 2
   5147  -8   6  -2 2 2 2
   5148  -8   6  -1 2 2 2
   5149  -8   6   0 2 2 2
   5150  -8   6   1 2 2 2
   5151  -8   6   2 2 2 2
   5152  -8   6   3 2 2 2
   5153  -8   6   4 2 2 2
   5154  -8   6   5 2 2 2
   5155  -8   6   6 2 2 2
   5156  -8   6   7 2 2 2
   5157  -8   6   8 2 2 2
   5158  -8   6   9 2 2 2
   5159  -8   6  10 2 2 2
   5160  -8   6  11 2 2 2
   5161  -8   7 -12 2 2 2
   5162  -8   7 -11 2 2 2
   5163  -8   7 -10 2 2 2
   5164  -8   7  -9 2 2 2
   5165  -8   7  -8 2 2 2
   5166  -8   7  -7 2 2 2
   5167  -8   7  -6 2 2 2
   5168  -8   7  -5 2 2 2
   5169  -8   7  -4 2 2 2
   5170  -8   7  -3 2 2 2
   5171  -8   7  -2 2 2 2
   5172  -8   7  -1 2 2 2
   5173  -8   7   0 2 2 2
   5174  -8   7   1 2 2 2
   5175  -8   7   2 2 2 2
   5176  -8   7   3 2 2 2
   5177  -8   7   4 2 2 2
   5178  -8   7   5 2 2 2
   5179  -8   7   6 2 2 2
   5180  -8   7   7 2 2 2
   5181  -8   7   8 2 2 2
   5182  -8   7   9 2 2 2
   5183  -8   7  10 2 2 2
   5184  -8   7  11 2 2 2
   5185  -8   8 -12 2 2 2
   5186  -8   8 -11 2 2 2
   5187  -8   8 -10 2 2 2
   5188  -8   8  -9 2 2 2
   5189  -8   8  -8 2 2 2
   5190  -8   8  -7 2 2 2
   5191  -8   8  -6 2 2 2
   5192  -8   8  -5 2 2 2
   5193  -8   8  -4 2 2 2
   5194  -8   8  -3 2 2 2
   5195  -8   8  -2 2 2 2
   5196  -8   8  -1 2 2 2
   5197  -8   8   0 2 2 2
   5198  -8   8   1 2 2 2
   5199  -8   8   2 2 2 2
   5200  -8   8   3 2 2 2
   5201  -8   8   4 2 2 2
   5202  -8   8   5 2 2 2
   5203  -8   8   6 2 2 2
   5204  -8   8   7 2 2 2
   5205  -8   8   8 2 2 2
   5206  -8   8   9 2 2 2
   5207  -8   8  10 2 2 2
   5208  -8   8  11 2 2 2
   5209  -8   9 -12 2 2 2
   5210  -8   9 -11 2 2 2
   5211  -8   9 -10 2 2 2
   5212  -8   9  -9 2 2 2
   5213  -8   9  -8 2 2 2
   5214  -8   9  -7 2 2 2
   5215  -8   9  -6 2 2 2
   5216  -8   9  -5 2 2 2
   5217  -8   9  -4 2 2 2
   5218  -8   9  -3 2 2 2
   5219  -8   9  -2 2 2 2
   5220  -8   9  -1 2 2 2
   5221  -8   9   0 2 2 2
   5222  -8   9   1 2 2 2
   5223  -8   9   2 2 2 2
   5224  -8   9   3 2 2 2
   5225  -8   9   4 2 2 2
   5226  -8   9   5 2 2 2
   5227  -8   9   6 2 2 2
   5228  -8   9   7 2 2 2
   5229  -8   9   8 2 2 2
   5230  -8   9   9 2 2 2
   5231  -8   9  10 2 2 2
   5232  -8   9  11 2 2 2
   5233  -8  10 -12 2 2 2
   5234  -8  10 -11 2 2 2
   5235  -8  10 -10 2 2 2
   5236  -8  10  -9 2 2 2
   5237  -8  10  -8 2 2 2
   5238  -8  10  -7 2 2 2
   5239  -8  10  -6 2 2 2
   5240  -8  10  -5 2 2 2
   5241  -8  10  -4 2 2 2
   5242  -8  10  -3 2 2 2
   5243  -8  10  -2 2 2 2
   5244  -8  10  -1 2 2 2
   5245  -8  10   0 2 2 2
   5246  -8  10   1 2 2 2
   5247  -8  10   2 2 2 2
   5248  -8  10   3 2 2 2
   5249  -8  10   4 2 2 2
   5250  -8  10   5 2 2 2
   5251  -8  10   6 2 2 2
   5252  -8  10   7 2 2 2
   5253  -8  10   8 2 2 2
   5254  -8  10   9 2 2 2
   5255  -8  10  10 2 2 2
   5256  -8  10  11 2 2 2
   5257  -8  11 -12 2 2 2
   5258  -8  11 -11 2 2 2
   5259  -8  11 -10 2 2 2
   5260  -8  11  -9 2 2 2
   5261  -8  11  -8 2 2 2
   5262  -8  11  -7 2 2 2
   5263  -8  11  -6 2 2 2
   5264  -8  11  -5 2 2 2
   5265  -8  11  -4 2 2 2
   5266  -8  11  -3 2 2 2
   5267  -8  11  -2 2 2 2
   5268  -8  11  -1 2 2 2
   5269  -8  11   0 2 2 2
   5270  -8  11   1 2 2 2
   5271  -8  11   2 2 2 2
   5272  -8  11   3 2 2 2
   5273  -8  11   4 2 2 2
   5274  -8  11   5 2 2 2
   5275  -8  11   6 2 2 2
   5276  -8  11   7 2 2 2
   5277  -8  11   8 2 2 2
   5278  -8  11   9 2 2 2
   5279  -8  11  10 2 2 2
   5280  -8  11  11 2 2 2
   5281  -7 -12 -12 2 2 2
   5282  -7 -12 -11 2 2 2
   5283  -7 -12 -10 2 2 2
   5284  -7 -12  -9 2 2 2
   5285  -7 -12  -8 2 2 2
   5286  -7 -12  -7 2 2 2
   5287  -7 -12  -6 2 2 2
   5288  -7 -12  -5 2 2 2
   5289  -7 -12  -4 2 2 2
   5290  -7 -12  -3 2 2 2
   5291  -7 -12  -2 2 2 2
   5292  -7 -12  -1 2 2 2
   5293  -7 -12   0 2 2 2
   5294  -7 -12   1 2 2 2
   5295  -7 -12   2 2 2 2
   5296  -7 -12   3 2 2 2
   5297  -7 -12   4 2 2 2
   5298  -7 -12   5 2 2 2
   5299  -7 -12   6 2 2 2
   5300  -7 -12   7 2 2 2
   5301  -7 -12   8 2 2 2
   5302  -7 -12   9 2 2 2
   5303  -7 -12  10 2 2 2
   5304  -7 -12  11 2 2 2
   5305  -7 -11 -12 2 2 2
   5306  -7 -11 -11 2 2 2
   5307  -7 -11 -10 2 2 2
   5308  -7 -11  -9 2 2 2
   5309  -7 -11  -8 2 2 2
   5310  -7 -11  -7 2 2 2
   5311  -7 -11  -6 2 2 2
   5312  -7 -11  -5 2 2 2
   5313  -7 -11  -4 2 2 2
   5314  -7 -11  -3 2 2 2
   5315  -7 -11  -2 2 2 2
   5316  -7 -11  -1 2 2 2
   5317  -7 -11   0 2 2 2
   5318  -7 -11   1 2 2 2
   5319  -7 -11   2 2 2 2
   5320  -7 -11   3 2 2 2
   5321  -7 -11   4 2 2 2
   5322  -7 -11   5 2 2 2
   5323  -7 -11   6 2 2 2
   5324  -7 -11   7 2 2 2
   5325  -7 -11   8 2 2 2
   5326  -7 -11   9 2 2 2
   5327  -7 -11  10 2 2 2
   5328  -7 -11  11 2 2 2
   5329  -7 -10 -12 2 2 2
   5330  -7 -10 -11 2 2 2
   5331  -7 -10 -10 2 2 2
   5332  -7 -10  -9 2 2 2
   5333  -7 -10  -8 2 2 2
   5334  -7 -10  -7 2 2 2
   5335  -7 -10  -6 2 2 2
   5336  -7 -10  -5 2 2 2
   5337  -7 -10  -4 2 2 2
   5338  -7 -10  -3 2 2 2
   5339  -7 -10  -2 2 2 2
   5340  -7 -10  -1 2 2 2
   5341  -7 -10   0 2 2 2
   5342  -7 -10   1 2 2 2
   5343  -7 -10   2 2 2 2
   5344  -7 -10   3 2 2 2
   5345  -7 -10   4 2 2 2
   5346  -7 -10   5 2 2 2
   5347  -7 -10   6 2 2 2
   5348  -7 -10   7 2 2 2
   5349  -7 -10   8 2 2 2
   5350  -7 -10   9 2 2 2
   5351  -7 -10  10 2 2 2
   5352  -7 -10  11 2 2 2
   5353  -7  -9 -12 2 2 2
   5354  -7  -9 -11 2 2 2
   5355  -7  -9 -10 2 2 2
   5356  -7  -9  -9 2 2 2
   5357  -7  -9  -8 2 2 2
   5358  -7  -9  -7 2 2 2
   5359  -7  -9  -6 2 2 2
   5360  -7  -9  -5 2 2 2
   5361  -7  -9  -4 2 2 2
   5362  -7  -9  -3 2 2 2
   5363  -7  -9  -2 2 2 2
   5364  -7  -9  -1 2 2 2
   5365  -7  -9   0 2 2 2
   5366  -7  -9   1 2 2 2
   5367  -7  -9   2 2 2 2
   5368  -7  -9   3 2 2 2
   5369  -7  -9   4 2 2 2
   5370  -7  -9   5 2 2 2
   5371  -7  -9   6 2 2 2
   5372  -7  -9   7 2 2 2
   5373  -7  -9   8 2 2 2
   5374  -7  -9   9 2 2 2
   5375  -7  -9  10 2 2 2
   5376  -7  -9  11 2 2 2
   5377  -7  -8 -12 2 2 2
   5378  -7  -8 -11 2 2 2
   5379  -7  -8 -10 2 2 2
   5380  -7  -8  -9 2 2 2
   5381  -7  -8  -8 2 2 2
   5382  -7  -8  -7 2 2 2
   5383  -7  -8  -6 2 2 2
   5384  -7  -8  -5 2 2 2
   5385  -7  -8  -4 2 2 2
   5386  -7  -8  -3 2 2 2
   5387  -7  -8  -2 2 2 2
   5388  -7  -8  -1 2 2 2
   5389  -7  -8   0 2 2 2
   5390  -7  -8   1 2 2 2
   5391  -7  -8   2 2 2 2
   5392  -7  -8   3 2 2 2
   5393  -7  -8   4 2 2 2
   5394  -7  -8   5 2 2 2
   5395  -7  -8   6 2 2 2
   5396  -7  -8   7 2 2 2
   5397  -7  -8   8 2 2 2
   5398  -7  -8   9 2 2 2
   5399  -7  -8  10 2 2 2
   5400  -7  -8  11 2 2 2
   5401  -7  -7 -12 2 2 2
   5402  -7  -7 -11 2 2 2
   5403  -7  -7 -10 2 2 2
   5404  -7  -7  -9 2 2 2
   5405  -7  -7  -8 2 2 2
   5406  -7  -7  -7 2 2 2
   5407  -7  -7  -6 2 2 2
   5408  -7  -7  -5 2 2 2
   5409  -7  -7  -4 2 2 2
   5410  -7  -7  -3 2 2 2
   5411  -7  -7  -2 2 2 2
   5412  -7  -7  -1 2 2 2
   5413  -7  -7   0 2 2 2
   5414  -7  -7   1 2 2 2
   5415  -7  -7   2 2 2 2
   5416  -7  -7   3 2 2 2
   5417  -7  -7   4 2 2 2
   5418  -7  -7   5 2 2 2
   5419  -7  -7   6 2 2 2
   5420  -7  -7   7 2 2 2
   5421  -7  -7   8 2 2 2
   5422  -7  -7   9 2 2 2
   5423  -7  -7  10 2 2 2
   5424  -7  -7  11 2 2 2
   5425  -7  -6 -12 2 2 2
   5426  -7  -6 -11 2 2 2
   5427  -7  -6 -10 2 2 2
   5428  -7  -6  -9 2 2 2
   5429  -7  -6  -8 2 2 2
   5430  -7  -6  -7 2 2 2
   5431  -7  -6  -6 2 2 2
   5432  -7  -6  -5 2 2 2
   5433  -7  -6  -4 2 2 2
   5434  -7  -6  -3 2 2 2
   5435  -7  -6  -2 2 2 2
   5436  -7  -6  -1 2 2 2
   5437  -7  -6   0 2 2 2
   5438  -7  -6   1 2 2 2
   5439  -7  -6   2 2 2 2
   5440  -7  -6   3 2 2 2
   5441  -7  -6   4 2 2 2
   5442  -7  -6   5 2 2 2
   5443  -7  -6   6 2 2 2
   5444  -7  -6   7 2 2 2
   5445  -7  -6   8 2 2 2
   5446  -7  -6   9 2 2 2
   5447  -7  -6  10 2 2 2
   5448  -7  -6  11 2 2 2
   5449  -7  -5 -12 2 2 2
   5450  -7  -5 -11 2 2 2
   5451  -7  -5 -10 2 2 2
   5452  -7  -5  -9 2 2 2
   5453  -7  -5  -8 2 2 2
   5454  -7  -5  -7 2 2 2
   5455  -7  -5  -6 2 2 2
   5456  -7  -5  -5 2 2 2
   5457  -7  -5  -4 2 2 2
   5458  -7  -5  -3 2 2 2
   5459  -7  -5  -2 2 2 2
   5460  -7  -5  -1 2 2 2
   5461  -7  -5   0 2 2 2
   5462  -7  -5   1 2 2 2
   5463  -7  -5   2 2 2 2
   5464  -7  -5   3 2 2 2
   5465  -7  -5   4 2 2 2
   5466  -7  -5   5 2 2 2
   5467  -7  -5   6 2 2 2
   5468  -7  -5   7 2 2 2
   5469  -7  -5   8 2 2 2
   5470  -7  -5   9 2 2 2
   5471  -7  -5  10 2 2 2
   5472  -7  -5  11 2 2 2
   5473  -7  -4 -12 2 2 2
   5474  -7  -4 -11 2 2 2
   5475  -7  -4 -10 2 2 2
   5476  -7  -4  -9 2 2 2
   5477  -7  -4  -8 2 2 2
   5478  -7  -4  -7 2 2 2
   5479  -7  -4  -6 2 2 2
   5480  -7  -4  -5 2 2 2
   5481  -7  -4  -4 2 2 2
   5482  -7  -4  -3 2 2 2
   5483  -7  -4  -2 2 2 2
   5484  -7  -4  -1 2 2 2
   5485  -7  -4   0 2 2 2
   5486  -7  -4   1 2 2 2
   5487  -7  -4   2 2 2 2
   5488  -7  -4   3 2 2 2
   5489  -7  -4   4 2 2 2
   5490  -7  -4   5 2 2 2
   5491  -7  -4   6 2 2 2
   5492  -7  -4   7 2 2 2
   5493  -7  -4   8 2 2 2
   5494  -7  -4   9 2 2 2
   5495  -7  -4  10 2 2 2
   5496  -7  -4  11 2 2 2
   5497  -7  -3 -12 2 2 2
   5498  -7  -3 -11 2 2 2
   5499  -7  -3 -10 2 2 2
   5500  -7  -3  -9 2 2 2
   5501  -7  -3  -8 2 2 2
   5502  -7  -3  -7 2 2 2
   5503  -7  -3  -6 2 2 2
   5504  -7  -3  -5 2 2 2
   5505  -7  -3  -4 2 2 2
   5506  -7  -3  -3 2 2 2
   5507  -7  -3  -2 2 2 2
   5508  -7  -3  -1 2 2 2
   5509  -7  -3   0 2 2 2
   5510  -7  -3   1 2 2 2
   5511  -7  -3   2 2 2 2
   5512  -7  -3   3 2 2 2
   5513  -7  -3   4 2 2 2
   5514  -7  -3   5 2 2 2
   5515  -7  -3   6 2 2 2
   5516  -7  -3   7 2 2 2
   5517  -7  -3   8 2 2 2
   5518  -7  -3   9 2 2 2
   5519  -7  -3  10 2 2 2
   5520  -7  -3  11 2 2 2
   5521  -7  -2 -12 2 2 2
   5522  -7  -2 -11 2 2 2
   5523  -7  -2 -10 2 2 2
   5524  -7  -2  -9 2 2 2
   5525  -7  -2  -8 2 2 2
   5526  -7  -2  -7 2 2 2
   5527  -7  -2  -6 2 2 2
   5528  -7  -2  -5 2 2 2
   5529  -7  -2  -4 2 2 2
   5530  -7  -2  -3 2 2 2
   5531  -7  -2  -2 2 2 2
   5532  -7  -2  -1 2 2 2
   5533  -7  -2   0 2 2 2
   5534  -7  -2   1 2 2 2
   5535  -7  -2   2 2 2 2
   5536  -7  -2   3 2 2 2
   5537  -7  -2   4 2 2 2
   5538  -7  -2   5 2 2 2
   5539  -7  -2   6 2 2 2
   5540  -7  -2   7 2 2 2
   5541  -7  -2   8 2 2 2
   5542  -7  -2   9 2 2 2
   5543  -7  -2  10 2 2 2
   5544  -7  -2  11 2 2 2
   5545  -7  -1 -12 2 2 2
   5546  -7  -1 -11 2 2 2
   5547  -7  -1 -10 2 2 2
   5548  -7  -1  -9 2 2 2
   5549  -7  -1  -8 2 2 2
   5550  -7  -1  -7 2 2 2
   5551  -7  -1  -6 2 2 2
   5552  -7  -1  -5 2 2 2
   5553  -7  -1  -4 2 2 2
   5554  -7  -1  -3 2 2 2
   5555  -7  -1  -2 2 2 2
   5556  -7  -1  -1 2 2 2
   5557  -7  -1   0 2 2 2
   5558  -7  -1   1 2 2 2
   5559  -7  -1   2 2 2 2
   5560  -7  -1   3 2 2 2
   5561  -7  -1   4 2 2 2
   5562  -7  -1   5 2 2 2
   5563  -7  -1   6 2 2 2
   5564  -7  -1   7 2 2 2
   5565  -7  -1   8 2 2 2
   5566  -7  -1   9 2 2 2
   5567  -7  -1  10 2 2 2
   5568  -7  -1  11 2 2 2
   5569  -7   0 -12 2 2 2
   5570  -7   0 -11 2 2 2
   5571  -7   0 -10 2 2 2
   5572  -7   0  -9 2 2 2
   5573  -7   0  -8 2 2 2
   5574  -7   0  -7 2 2 2
   5575  -7   0  -6 2 2 2
   5576  -7   0  -5 2 2 2
   5577  -7   0  -4 2 2 2
   5578  -7   0  -3 2 2 2
   5579  -7   0  -2 2 2 2
   5580  -7   0  -1 2 2 2
   5581  -7   0   0 2 2 2
   5582  -7   0   1 2 2 2
   5583  -7   0   2 2 2 2
   5584  -7   0   3 2 2 2
   5585  -7   0   4 2 2 2
   5586  -7   0   5 2 2 2
   5587  -7   0   6 2 2 2
   5588  -7   0   7 2 2 2
   5589  -7   0   8 2 2 2
   5590  -7   0   9 2 2 2
   5591  -7   0  10 2 2 2
   5592  -7   0  11 2 2 2
   5593  -7   1 -12 2 2 2
   5594  -7   1 -11 2 2 2
   5595  -7   1 -10 2 2 2
   5596  -7   1  -9 2 2 2
   5597  -7   1  -8 2 2 2
   5598  -7   1  -7 2 2 2
   5599  -7   1  -6 2 2 2
   5600  -7   1  -5 2 2 2
   5601  -7   1  -4 2 2 2
   5602  -7   1  -3 2 2 2
   5603  -7   1  -2 2 2 2
   5604  -7   1  -1 2 2 2
   5605  -7   1   0 2 2 2
   5606  -7   1   1 2 2 2
   5607  -7   1   2 2 2 2
   5608  -7   1   3 2 2 2
   5609  -7   1   4 2 2 2
   5610  -7   1   5 2 2 2
   5611  -7   1   6 2 2 2
   5612  -7   1   7 2 2 2
   5613  -7   1   8 2 2 2
   5614  -7   1   9 2 2 2
   5615  -7   1  10 2 2 2
   5616  -7   1  11 2 2 2
   5617  -7   2 -12 2 2 2
   5618  -7   2 -11 2 2 2
   5619  -7   2 -10 2 2 2
   5620  -7   2  -9 2 2 2
   5621  -7   2  -8 2 2 2
   5622  -7   2  -7 2 2 2
   5623  -7   2  -6 2 2 2
   5624  -7   2  -5 2 2 2
   5625  -7   2  -4 2 2 2
   5626  -7   2  -3 2 2 2
   5627  -7   2  -2 2 2 2
   5628  -7   2  -1 2 2 2
   5629  -7   2   0 2 2 2
   5630  -7   2   1 2 2 2
   5631  -7   2   2 2 2 2
   5632  -7   2   3 2 2 2
   5633  -7   2   4 2 2 2
   5634  -7   2   5 2 2 2
   5635  -7   2   6 2 2 2
   5636  -7   2   7 2 2 2
   5637  -7   2   8 2 2 2
   5638  -7   2   9 2 2 2
   5639  -7   2  10 2 2 2
   5640  -7   2  11 2 2 2
   5641  -7   3 -12 2 2 2
   5642  -7   3 -11 2 2 2
   5643  -7   3 -10 2 2 2
   5644  -7   3  -9 2 2 2
   5645  -7   3  -8 2 2 2
   5646  -7   3  -7 2 2 2
   5647  -7   3  -6 2 2 2
   5648  -7   3  -5 2 2 2
   5649  -7   3  -4 2 2 2
   5650  -7   3  -3 2 2 2
   5651  -7   3  -2 2 2 2
   5652  -7   3  -1 2 2 2
   5653  -7   3   0 2 2 2
   5654  -7   3   1 2 2 2
   5655  -7   3   2 2 2 2
   5656  -7   3   3 2 2 2
   5657  -7   3   4 2 2 2
   5658  -7   3   5 2 2 2
   5659  -7   3   6 2 2 2
   5660  -7   3   7 2 2 2
   5661  -7   3   8 2 2 2
   5662  -7   3   9 2 2 2
   5663  -7   3  10 2 2 2
   5664  -7   3  11 2 2 2
   5665  -7   4 -12 2 2 2
   5666  -7   4 -11 2 2 2
   5667  -7   4 -10 2 2 2
   5668  -7   4  -9 2 2 2
   5669  -7   4  -8 2 2 2
   5670  -7   4  -7 2 2 2
   5671  -7   4  -6 2 2 2
   5672  -7   4  -5 2 2 2
   5673  -7   4  -4 2 2 2
   5674  -7   4  -3 2 2 2
   5675  -7   4  -2 2 2 2
   5676  -7   4  -1 2 2 2
   5677  -7   4   0 2 2 2
   5678  -7   4   1 2 2 2
   5679  -7   4   2 2 2 2
   5680  -7   4   3 2 2 2
   5681  -7   4   4 2 2 2
   5682  -7   4   5 2 2 2
   5683  -7   4   6 2 2 2
   5684  -7   4   7 2 2 2
   5685  -7   4   8 2 2 2
   5686  -7   4   9 2 2 2
   5687  -7   4  10 2 2 2
   5688  -7   4  11 2 2 2
   5689  -7   5 -12 2 2 2
   5690  -7   5 -11 2 2 2
   5691  -7   5 -10 2 2 2
   5692  -7   5  -9 2 2 2
   5693  -7   5  -8 2 2 2
   5694  -7   5  -7 2 2 2
   5695  -7   5  -6 2 2 2
   5696  -7   5  -5 2 2 2
   5697  -7   5  -4 2 2 2
   5698  -7   5  -3 2 2 2
   5699  -7   5  -2 2 2 2
   5700  -7   5  -1 2 2 2
   5701  -7   5   0 2 2 2
   5702  -7   5   1 2 2 2
   5703  -7   5   2 2 2 2
   5704  -7   5   3 2 2 2
   5705  -7   5   4 2 2 2
   5706  -7   5   5 2 2 2
   5707  -7   5   6 2 2 2
   5708  -7   5   7 2 2 2
   5709  -7   5   8 2 2 2
   5710  -7   5   9 2 2 2
   5711  -7   5  10 2 2 2
   5712  -7   5  11 2 2 2
   5713  -7   6 -12 2 2 2
   5714  -7   6 -11 2 2 2
   5715  -7   6 -10 2 2 2
   5716  -7   6  -9 2 2 2
   5717  -7   6  -8 2 2 2
   5718  -7   6  -7 2 2 2
   5719  -7   6  -6 2 2 2
   5720  -7   6  -5 2 2 2
   5721  -7   6  -4 2 2 2
   5722  -7   6  -3 2 2 2
   5723  -7   6  -2 2 2 2
   5724  -7   6  -1 2 2 2
   5725  -7   6   0 2 2 2
   5726  -7   6   1 2 2 2
   5727  -7   6   2 2 2 2
   5728  -7   6   3 2 2 2
   5729  -7   6   4 2 2 2
   5730  -7   6   5 2 2 2
   5731  -7   6   6 2 2 2
   5732  -7   6   7 2 2 2
   5733  -7   6   8 2 2 2
   5734  -7   6   9 2 2 2
   5735  -7   6  10 2 2 2
   5736  -7   6  11 2 2 2
   5737  -7   7 -12 2 2 2
   5738  -7   7 -11 2 2 2
   5739  -7   7 -10 2 2 2
   5740  -7   7  -9 2 2 2
   5741  -7   7  -8 2 2 2
   5742  -7   7  -7 2 2 2
   5743  -7   7  -6 2 2 2
   5744  -7   7  -5 2 2 2
