 >TARELL  ellipsoidal grain; AX,AY,AZ= 49.4900 49.4900 49.4900
     63461 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.00000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  22306   15    1   -5 1 1 1
  22307   16    1   -5 1 1 1
  22308   17    1   -5 1 1 1
  22309   18    1   -5 1 1 1
  22310   19    1   -5 1 1 1
  22311   20    1   -5 1 1 1
  22312   21    1   -5 1 1 1
  22313   22    1   -5 1 1 1
  22314   23    1   -5 1 1 1
  22315   24    1   -5 1 1 1
  22316  -24    2   -5 1 1 1
  22317  -23    2   -5 1 1 1
  22318  -22    2   -5 1 1 1
  22319  -21    2   -5 1 1 1
  22320  -20    2   -5 1 1 1
  22321  -19    2   -5 1 1 1
  22322  -18    2   -5 1 1 1
  22323  -17    2   -5 1 1 1
  22324  -16    2   -5 1 1 1
  22325  -15    2   -5 1 1 1
  22326  -14    2   -5 1 1 1
  22327  -13    2   -5 1 1 1
  22328  -12    2   -5 1 1 1
  22329  -11    2   -5 1 1 1
  22330  -10    2   -5 1 1 1
  22331   -9    2   -5 1 1 1
  22332   -8    2   -5 1 1 1
  22333   -7    2   -5 1 1 1
  22334   -6    2   -5 1 1 1
  22335   -5    2   -5 1 1 1
  22336   -4    2   -5 1 1 1
  22337   -3    2   -5 1 1 1
  22338   -2    2   -5 1 1 1
  22339   -1    2   -5 1 1 1
  22340    0    2   -5 1 1 1
  22341    1    2   -5 1 1 1
  22342    2    2   -5 1 1 1
  22343    3    2   -5 1 1 1
  22344    4    2   -5 1 1 1
  22345    5    2   -5 1 1 1
  22346    6    2   -5 1 1 1
  22347    7    2   -5 1 1 1
  22348    8    2   -5 1 1 1
  22349    9    2   -5 1 1 1
  22350   10    2   -5 1 1 1
  22351   11    2   -5 1 1 1
  22352   12    2   -5 1 1 1
  22353   13    2   -5 1 1 1
  22354   14    2   -5 1 1 1
  22355   15    2   -5 1 1 1
  22356   16    2   -5 1 1 1
  22357   17    2   -5 1 1 1
  22358   18    2   -5 1 1 1
  22359   19    2   -5 1 1 1
  22360   20    2   -5 1 1 1
  22361   21    2   -5 1 1 1
  22362   22    2   -5 1 1 1
  22363   23    2   -5 1 1 1
  22364   24    2   -5 1 1 1
  22365  -24    3   -5 1 1 1
  22366  -23    3   -5 1 1 1
  22367  -22    3   -5 1 1 1
  22368  -21    3   -5 1 1 1
  22369  -20    3   -5 1 1 1
  22370  -19    3   -5 1 1 1
  22371  -18    3   -5 1 1 1
  22372  -17    3   -5 1 1 1
  22373  -16    3   -5 1 1 1
  22374  -15    3   -5 1 1 1
  22375  -14    3   -5 1 1 1
  22376  -13    3   -5 1 1 1
  22377  -12    3   -5 1 1 1
  22378  -11    3   -5 1 1 1
  22379  -10    3   -5 1 1 1
  22380   -9    3   -5 1 1 1
  22381   -8    3   -5 1 1 1
  22382   -7    3   -5 1 1 1
  22383   -6    3   -5 1 1 1
  22384   -5    3   -5 1 1 1
  22385   -4    3   -5 1 1 1
  22386   -3    3   -5 1 1 1
  22387   -2    3   -5 1 1 1
  22388   -1    3   -5 1 1 1
  22389    0    3   -5 1 1 1
  22390    1    3   -5 1 1 1
  22391    2    3   -5 1 1 1
  22392    3    3   -5 1 1 1
  22393    4    3   -5 1 1 1
  22394    5    3   -5 1 1 1
  22395    6    3   -5 1 1 1
  22396    7    3   -5 1 1 1
  22397    8    3   -5 1 1 1
  22398    9    3   -5 1 1 1
  22399   10    3   -5 1 1 1
  22400   11    3   -5 1 1 1
  22401   12    3   -5 1 1 1
  22402   13    3   -5 1 1 1
  22403   14    3   -5 1 1 1
  22404   15    3   -5 1 1 1
  22405   16    3   -5 1 1 1
  22406   17    3   -5 1 1 1
  22407   18    3   -5 1 1 1
  22408   19    3   -5 1 1 1
  22409   20    3   -5 1 1 1
  22410   21    3   -5 1 1 1
  22411   22    3   -5 1 1 1
  22412   23    3   -5 1 1 1
  22413   24    3   -5 1 1 1
  22414  -23    4   -5 1 1 1
  22415  -22    4   -5 1 1 1
  22416  -21    4   -5 1 1 1
  22417  -20    4   -5 1 1 1
  22418  -19    4   -5 1 1 1
  22419  -18    4   -5 1 1 1
  22420  -17    4   -5 1 1 1
  22421  -16    4   -5 1 1 1
  22422  -15    4   -5 1 1 1
  22423  -14    4   -5 1 1 1
  22424  -13    4   -5 1 1 1
  22425  -12    4   -5 1 1 1
  22426  -11    4   -5 1 1 1
  22427  -10    4   -5 1 1 1
  22428   -9    4   -5 1 1 1
  22429   -8    4   -5 1 1 1
  22430   -7    4   -5 1 1 1
  22431   -6    4   -5 1 1 1
  22432   -5    4   -5 1 1 1
  22433   -4    4   -5 1 1 1
  22434   -3    4   -5 1 1 1
  22435   -2    4   -5 1 1 1
  22436   -1    4   -5 1 1 1
  22437    0    4   -5 1 1 1
  22438    1    4   -5 1 1 1
  22439    2    4   -5 1 1 1
  22440    3    4   -5 1 1 1
  22441    4    4   -5 1 1 1
  22442    5    4   -5 1 1 1
  22443    6    4   -5 1 1 1
  22444    7    4   -5 1 1 1
  22445    8    4   -5 1 1 1
  22446    9    4   -5 1 1 1
  22447   10    4   -5 1 1 1
  22448   11    4   -5 1 1 1
  22449   12    4   -5 1 1 1
  22450   13    4   -5 1 1 1
  22451   14    4   -5 1 1 1
  22452   15    4   -5 1 1 1
  22453   16    4   -5 1 1 1
  22454   17    4   -5 1 1 1
  22455   18    4   -5 1 1 1
  22456   19    4   -5 1 1 1
  22457   20    4   -5 1 1 1
  22458   21    4   -5 1 1 1
  22459   22    4   -5 1 1 1
  22460   23    4   -5 1 1 1
  22461  -23    5   -5 1 1 1
  22462  -22    5   -5 1 1 1
  22463  -21    5   -5 1 1 1
  22464  -20    5   -5 1 1 1
  22465  -19    5   -5 1 1 1
  22466  -18    5   -5 1 1 1
  22467  -17    5   -5 1 1 1
  22468  -16    5   -5 1 1 1
  22469  -15    5   -5 1 1 1
  22470  -14    5   -5 1 1 1
  22471  -13    5   -5 1 1 1
  22472  -12    5   -5 1 1 1
  22473  -11    5   -5 1 1 1
  22474  -10    5   -5 1 1 1
  22475   -9    5   -5 1 1 1
  22476   -8    5   -5 1 1 1
  22477   -7    5   -5 1 1 1
  22478   -6    5   -5 1 1 1
  22479   -5    5   -5 1 1 1
  22480   -4    5   -5 1 1 1
  22481   -3    5   -5 1 1 1
  22482   -2    5   -5 1 1 1
  22483   -1    5   -5 1 1 1
  22484    0    5   -5 1 1 1
  22485    1    5   -5 1 1 1
  22486    2    5   -5 1 1 1
  22487    3    5   -5 1 1 1
  22488    4    5   -5 1 1 1
  22489    5    5   -5 1 1 1
  22490    6    5   -5 1 1 1
  22491    7    5   -5 1 1 1
  22492    8    5   -5 1 1 1
  22493    9    5   -5 1 1 1
  22494   10    5   -5 1 1 1
  22495   11    5   -5 1 1 1
  22496   12    5   -5 1 1 1
  22497   13    5   -5 1 1 1
  22498   14    5   -5 1 1 1
  22499   15    5   -5 1 1 1
  22500   16    5   -5 1 1 1
  22501   17    5   -5 1 1 1
  22502   18    5   -5 1 1 1
  22503   19    5   -5 1 1 1
  22504   20    5   -5 1 1 1
  22505   21    5   -5 1 1 1
  22506   22    5   -5 1 1 1
  22507   23    5   -5 1 1 1
  22508  -23    6   -5 1 1 1
  22509  -22    6   -5 1 1 1
  22510  -21    6   -5 1 1 1
  22511  -20    6   -5 1 1 1
  22512  -19    6   -5 1 1 1
  22513  -18    6   -5 1 1 1
  22514  -17    6   -5 1 1 1
  22515  -16    6   -5 1 1 1
  22516  -15    6   -5 1 1 1
  22517  -14    6   -5 1 1 1
  22518  -13    6   -5 1 1 1
  22519  -12    6   -5 1 1 1
  22520  -11    6   -5 1 1 1
  22521  -10    6   -5 1 1 1
  22522   -9    6   -5 1 1 1
  22523   -8    6   -5 1 1 1
  22524   -7    6   -5 1 1 1
  22525   -6    6   -5 1 1 1
  22526   -5    6   -5 1 1 1
  22527   -4    6   -5 1 1 1
  22528   -3    6   -5 1 1 1
  22529   -2    6   -5 1 1 1
  22530   -1    6   -5 1 1 1
  22531    0    6   -5 1 1 1
  22532    1    6   -5 1 1 1
  22533    2    6   -5 1 1 1
  22534    3    6   -5 1 1 1
  22535    4    6   -5 1 1 1
  22536    5    6   -5 1 1 1
  22537    6    6   -5 1 1 1
  22538    7    6   -5 1 1 1
  22539    8    6   -5 1 1 1
  22540    9    6   -5 1 1 1
  22541   10    6   -5 1 1 1
  22542   11    6   -5 1 1 1
  22543   12    6   -5 1 1 1
  22544   13    6   -5 1 1 1
  22545   14    6   -5 1 1 1
  22546   15    6   -5 1 1 1
  22547   16    6   -5 1 1 1
  22548   17    6   -5 1 1 1
  22549   18    6   -5 1 1 1
  22550   19    6   -5 1 1 1
  22551   20    6   -5 1 1 1
  22552   21    6   -5 1 1 1
  22553   22    6   -5 1 1 1
  22554   23    6   -5 1 1 1
  22555  -23    7   -5 1 1 1
  22556  -22    7   -5 1 1 1
  22557  -21    7   -5 1 1 1
  22558  -20    7   -5 1 1 1
  22559  -19    7   -5 1 1 1
  22560  -18    7   -5 1 1 1
  22561  -17    7   -5 1 1 1
  22562  -16    7   -5 1 1 1
  22563  -15    7   -5 1 1 1
  22564  -14    7   -5 1 1 1
  22565  -13    7   -5 1 1 1
  22566  -12    7   -5 1 1 1
  22567  -11    7   -5 1 1 1
  22568  -10    7   -5 1 1 1
  22569   -9    7   -5 1 1 1
  22570   -8    7   -5 1 1 1
  22571   -7    7   -5 1 1 1
  22572   -6    7   -5 1 1 1
  22573   -5    7   -5 1 1 1
  22574   -4    7   -5 1 1 1
  22575   -3    7   -5 1 1 1
  22576   -2    7   -5 1 1 1
  22577   -1    7   -5 1 1 1
  22578    0    7   -5 1 1 1
  22579    1    7   -5 1 1 1
  22580    2    7   -5 1 1 1
  22581    3    7   -5 1 1 1
  22582    4    7   -5 1 1 1
  22583    5    7   -5 1 1 1
  22584    6    7   -5 1 1 1
  22585    7    7   -5 1 1 1
  22586    8    7   -5 1 1 1
  22587    9    7   -5 1 1 1
  22588   10    7   -5 1 1 1
  22589   11    7   -5 1 1 1
  22590   12    7   -5 1 1 1
  22591   13    7   -5 1 1 1
  22592   14    7   -5 1 1 1
  22593   15    7   -5 1 1 1
  22594   16    7   -5 1 1 1
  22595   17    7   -5 1 1 1
  22596   18    7   -5 1 1 1
  22597   19    7   -5 1 1 1
  22598   20    7   -5 1 1 1
  22599   21    7   -5 1 1 1
  22600   22    7   -5 1 1 1
  22601   23    7   -5 1 1 1
  22602  -22    8   -5 1 1 1
  22603  -21    8   -5 1 1 1
  22604  -20    8   -5 1 1 1
  22605  -19    8   -5 1 1 1
  22606  -18    8   -5 1 1 1
  22607  -17    8   -5 1 1 1
  22608  -16    8   -5 1 1 1
  22609  -15    8   -5 1 1 1
  22610  -14    8   -5 1 1 1
  22611  -13    8   -5 1 1 1
  22612  -12    8   -5 1 1 1
  22613  -11    8   -5 1 1 1
  22614  -10    8   -5 1 1 1
  22615   -9    8   -5 1 1 1
  22616   -8    8   -5 1 1 1
  22617   -7    8   -5 1 1 1
  22618   -6    8   -5 1 1 1
  22619   -5    8   -5 1 1 1
  22620   -4    8   -5 1 1 1
  22621   -3    8   -5 1 1 1
  22622   -2    8   -5 1 1 1
  22623   -1    8   -5 1 1 1
  22624    0    8   -5 1 1 1
  22625    1    8   -5 1 1 1
  22626    2    8   -5 1 1 1
  22627    3    8   -5 1 1 1
  22628    4    8   -5 1 1 1
  22629    5    8   -5 1 1 1
  22630    6    8   -5 1 1 1
  22631    7    8   -5 1 1 1
  22632    8    8   -5 1 1 1
  22633    9    8   -5 1 1 1
  22634   10    8   -5 1 1 1
  22635   11    8   -5 1 1 1
  22636   12    8   -5 1 1 1
  22637   13    8   -5 1 1 1
  22638   14    8   -5 1 1 1
  22639   15    8   -5 1 1 1
  22640   16    8   -5 1 1 1
  22641   17    8   -5 1 1 1
  22642   18    8   -5 1 1 1
  22643   19    8   -5 1 1 1
  22644   20    8   -5 1 1 1
  22645   21    8   -5 1 1 1
  22646   22    8   -5 1 1 1
  22647  -22    9   -5 1 1 1
  22648  -21    9   -5 1 1 1
  22649  -20    9   -5 1 1 1
  22650  -19    9   -5 1 1 1
  22651  -18    9   -5 1 1 1
  22652  -17    9   -5 1 1 1
  22653  -16    9   -5 1 1 1
  22654  -15    9   -5 1 1 1
  22655  -14    9   -5 1 1 1
  22656  -13    9   -5 1 1 1
  22657  -12    9   -5 1 1 1
  22658  -11    9   -5 1 1 1
  22659  -10    9   -5 1 1 1
  22660   -9    9   -5 1 1 1
  22661   -8    9   -5 1 1 1
  22662   -7    9   -5 1 1 1
  22663   -6    9   -5 1 1 1
  22664   -5    9   -5 1 1 1
  22665   -4    9   -5 1 1 1
  22666   -3    9   -5 1 1 1
  22667   -2    9   -5 1 1 1
  22668   -1    9   -5 1 1 1
  22669    0    9   -5 1 1 1
  22670    1    9   -5 1 1 1
  22671    2    9   -5 1 1 1
  22672    3    9   -5 1 1 1
  22673    4    9   -5 1 1 1
  22674    5    9   -5 1 1 1
  22675    6    9   -5 1 1 1
  22676    7    9   -5 1 1 1
  22677    8    9   -5 1 1 1
  22678    9    9   -5 1 1 1
  22679   10    9   -5 1 1 1
  22680   11    9   -5 1 1 1
  22681   12    9   -5 1 1 1
  22682   13    9   -5 1 1 1
  22683   14    9   -5 1 1 1
  22684   15    9   -5 1 1 1
  22685   16    9   -5 1 1 1
  22686   17    9   -5 1 1 1
  22687   18    9   -5 1 1 1
  22688   19    9   -5 1 1 1
  22689   20    9   -5 1 1 1
  22690   21    9   -5 1 1 1
  22691   22    9   -5 1 1 1
  22692  -22   10   -5 1 1 1
  22693  -21   10   -5 1 1 1
  22694  -20   10   -5 1 1 1
  22695  -19   10   -5 1 1 1
  22696  -18   10   -5 1 1 1
  22697  -17   10   -5 1 1 1
  22698  -16   10   -5 1 1 1
  22699  -15   10   -5 1 1 1
  22700  -14   10   -5 1 1 1
  22701  -13   10   -5 1 1 1
  22702  -12   10   -5 1 1 1
  22703  -11   10   -5 1 1 1
  22704  -10   10   -5 1 1 1
  22705   -9   10   -5 1 1 1
  22706   -8   10   -5 1 1 1
  22707   -7   10   -5 1 1 1
  22708   -6   10   -5 1 1 1
  22709   -5   10   -5 1 1 1
  22710   -4   10   -5 1 1 1
  22711   -3   10   -5 1 1 1
  22712   -2   10   -5 1 1 1
  22713   -1   10   -5 1 1 1
  22714    0   10   -5 1 1 1
  22715    1   10   -5 1 1 1
  22716    2   10   -5 1 1 1
  22717    3   10   -5 1 1 1
  22718    4   10   -5 1 1 1
  22719    5   10   -5 1 1 1
  22720    6   10   -5 1 1 1
  22721    7   10   -5 1 1 1
  22722    8   10   -5 1 1 1
  22723    9   10   -5 1 1 1
  22724   10   10   -5 1 1 1
  22725   11   10   -5 1 1 1
  22726   12   10   -5 1 1 1
  22727   13   10   -5 1 1 1
  22728   14   10   -5 1 1 1
  22729   15   10   -5 1 1 1
  22730   16   10   -5 1 1 1
  22731   17   10   -5 1 1 1
  22732   18   10   -5 1 1 1
  22733   19   10   -5 1 1 1
  22734   20   10   -5 1 1 1
  22735   21   10   -5 1 1 1
  22736   22   10   -5 1 1 1
  22737  -21   11   -5 1 1 1
  22738  -20   11   -5 1 1 1
  22739  -19   11   -5 1 1 1
  22740  -18   11   -5 1 1 1
  22741  -17   11   -5 1 1 1
  22742  -16   11   -5 1 1 1
  22743  -15   11   -5 1 1 1
  22744  -14   11   -5 1 1 1
  22745  -13   11   -5 1 1 1
  22746  -12   11   -5 1 1 1
  22747  -11   11   -5 1 1 1
  22748  -10   11   -5 1 1 1
  22749   -9   11   -5 1 1 1
  22750   -8   11   -5 1 1 1
  22751   -7   11   -5 1 1 1
  22752   -6   11   -5 1 1 1
  22753   -5   11   -5 1 1 1
  22754   -4   11   -5 1 1 1
  22755   -3   11   -5 1 1 1
  22756   -2   11   -5 1 1 1
  22757   -1   11   -5 1 1 1
  22758    0   11   -5 1 1 1
  22759    1   11   -5 1 1 1
  22760    2   11   -5 1 1 1
  22761    3   11   -5 1 1 1
  22762    4   11   -5 1 1 1
  22763    5   11   -5 1 1 1
  22764    6   11   -5 1 1 1
  22765    7   11   -5 1 1 1
  22766    8   11   -5 1 1 1
  22767    9   11   -5 1 1 1
  22768   10   11   -5 1 1 1
  22769   11   11   -5 1 1 1
  22770   12   11   -5 1 1 1
  22771   13   11   -5 1 1 1
  22772   14   11   -5 1 1 1
  22773   15   11   -5 1 1 1
  22774   16   11   -5 1 1 1
  22775   17   11   -5 1 1 1
  22776   18   11   -5 1 1 1
  22777   19   11   -5 1 1 1
  22778   20   11   -5 1 1 1
  22779   21   11   -5 1 1 1
  22780  -21   12   -5 1 1 1
  22781  -20   12   -5 1 1 1
  22782  -19   12   -5 1 1 1
  22783  -18   12   -5 1 1 1
  22784  -17   12   -5 1 1 1
  22785  -16   12   -5 1 1 1
  22786  -15   12   -5 1 1 1
  22787  -14   12   -5 1 1 1
  22788  -13   12   -5 1 1 1
  22789  -12   12   -5 1 1 1
  22790  -11   12   -5 1 1 1
  22791  -10   12   -5 1 1 1
  22792   -9   12   -5 1 1 1
  22793   -8   12   -5 1 1 1
  22794   -7   12   -5 1 1 1
  22795   -6   12   -5 1 1 1
  22796   -5   12   -5 1 1 1
  22797   -4   12   -5 1 1 1
  22798   -3   12   -5 1 1 1
  22799   -2   12   -5 1 1 1
  22800   -1   12   -5 1 1 1
  22801    0   12   -5 1 1 1
  22802    1   12   -5 1 1 1
  22803    2   12   -5 1 1 1
  22804    3   12   -5 1 1 1
  22805    4   12   -5 1 1 1
  22806    5   12   -5 1 1 1
  22807    6   12   -5 1 1 1
  22808    7   12   -5 1 1 1
  22809    8   12   -5 1 1 1
  22810    9   12   -5 1 1 1
  22811   10   12   -5 1 1 1
  22812   11   12   -5 1 1 1
  22813   12   12   -5 1 1 1
  22814   13   12   -5 1 1 1
  22815   14   12   -5 1 1 1
  22816   15   12   -5 1 1 1
  22817   16   12   -5 1 1 1
  22818   17   12   -5 1 1 1
  22819   18   12   -5 1 1 1
  22820   19   12   -5 1 1 1
  22821   20   12   -5 1 1 1
  22822   21   12   -5 1 1 1
  22823  -20   13   -5 1 1 1
  22824  -19   13   -5 1 1 1
  22825  -18   13   -5 1 1 1
  22826  -17   13   -5 1 1 1
  22827  -16   13   -5 1 1 1
  22828  -15   13   -5 1 1 1
  22829  -14   13   -5 1 1 1
  22830  -13   13   -5 1 1 1
  22831  -12   13   -5 1 1 1
  22832  -11   13   -5 1 1 1
  22833  -10   13   -5 1 1 1
  22834   -9   13   -5 1 1 1
  22835   -8   13   -5 1 1 1
  22836   -7   13   -5 1 1 1
  22837   -6   13   -5 1 1 1
  22838   -5   13   -5 1 1 1
  22839   -4   13   -5 1 1 1
  22840   -3   13   -5 1 1 1
  22841   -2   13   -5 1 1 1
  22842   -1   13   -5 1 1 1
  22843    0   13   -5 1 1 1
  22844    1   13   -5 1 1 1
  22845    2   13   -5 1 1 1
  22846    3   13   -5 1 1 1
  22847    4   13   -5 1 1 1
  22848    5   13   -5 1 1 1
  22849    6   13   -5 1 1 1
  22850    7   13   -5 1 1 1
  22851    8   13   -5 1 1 1
  22852    9   13   -5 1 1 1
  22853   10   13   -5 1 1 1
  22854   11   13   -5 1 1 1
  22855   12   13   -5 1 1 1
  22856   13   13   -5 1 1 1
  22857   14   13   -5 1 1 1
  22858   15   13   -5 1 1 1
  22859   16   13   -5 1 1 1
  22860   17   13   -5 1 1 1
  22861   18   13   -5 1 1 1
  22862   19   13   -5 1 1 1
  22863   20   13   -5 1 1 1
  22864  -19   14   -5 1 1 1
  22865  -18   14   -5 1 1 1
  22866  -17   14   -5 1 1 1
  22867  -16   14   -5 1 1 1
  22868  -15   14   -5 1 1 1
  22869  -14   14   -5 1 1 1
  22870  -13   14   -5 1 1 1
  22871  -12   14   -5 1 1 1
  22872  -11   14   -5 1 1 1
  22873  -10   14   -5 1 1 1
  22874   -9   14   -5 1 1 1
  22875   -8   14   -5 1 1 1
  22876   -7   14   -5 1 1 1
  22877   -6   14   -5 1 1 1
  22878   -5   14   -5 1 1 1
  22879   -4   14   -5 1 1 1
  22880   -3   14   -5 1 1 1
  22881   -2   14   -5 1 1 1
  22882   -1   14   -5 1 1 1
  22883    0   14   -5 1 1 1
  22884    1   14   -5 1 1 1
  22885    2   14   -5 1 1 1
  22886    3   14   -5 1 1 1
  22887    4   14   -5 1 1 1
  22888    5   14   -5 1 1 1
  22889    6   14   -5 1 1 1
  22890    7   14   -5 1 1 1
  22891    8   14   -5 1 1 1
  22892    9   14   -5 1 1 1
  22893   10   14   -5 1 1 1
  22894   11   14   -5 1 1 1
  22895   12   14   -5 1 1 1
  22896   13   14   -5 1 1 1
  22897   14   14   -5 1 1 1
  22898   15   14   -5 1 1 1
  22899   16   14   -5 1 1 1
  22900   17   14   -5 1 1 1
  22901   18   14   -5 1 1 1
  22902   19   14   -5 1 1 1
  22903  -19   15   -5 1 1 1
  22904  -18   15   -5 1 1 1
  22905  -17   15   -5 1 1 1
  22906  -16   15   -5 1 1 1
  22907  -15   15   -5 1 1 1
  22908  -14   15   -5 1 1 1
  22909  -13   15   -5 1 1 1
  22910  -12   15   -5 1 1 1
  22911  -11   15   -5 1 1 1
  22912  -10   15   -5 1 1 1
  22913   -9   15   -5 1 1 1
  22914   -8   15   -5 1 1 1
  22915   -7   15   -5 1 1 1
  22916   -6   15   -5 1 1 1
  22917   -5   15   -5 1 1 1
  22918   -4   15   -5 1 1 1
  22919   -3   15   -5 1 1 1
  22920   -2   15   -5 1 1 1
  22921   -1   15   -5 1 1 1
  22922    0   15   -5 1 1 1
  22923    1   15   -5 1 1 1
  22924    2   15   -5 1 1 1
  22925    3   15   -5 1 1 1
  22926    4   15   -5 1 1 1
  22927    5   15   -5 1 1 1
  22928    6   15   -5 1 1 1
  22929    7   15   -5 1 1 1
  22930    8   15   -5 1 1 1
  22931    9   15   -5 1 1 1
  22932   10   15   -5 1 1 1
  22933   11   15   -5 1 1 1
  22934   12   15   -5 1 1 1
  22935   13   15   -5 1 1 1
  22936   14   15   -5 1 1 1
  22937   15   15   -5 1 1 1
  22938   16   15   -5 1 1 1
  22939   17   15   -5 1 1 1
  22940   18   15   -5 1 1 1
  22941   19   15   -5 1 1 1
  22942  -18   16   -5 1 1 1
  22943  -17   16   -5 1 1 1
  22944  -16   16   -5 1 1 1
  22945  -15   16   -5 1 1 1
  22946  -14   16   -5 1 1 1
  22947  -13   16   -5 1 1 1
  22948  -12   16   -5 1 1 1
  22949  -11   16   -5 1 1 1
  22950  -10   16   -5 1 1 1
  22951   -9   16   -5 1 1 1
  22952   -8   16   -5 1 1 1
  22953   -7   16   -5 1 1 1
  22954   -6   16   -5 1 1 1
  22955   -5   16   -5 1 1 1
  22956   -4   16   -5 1 1 1
  22957   -3   16   -5 1 1 1
  22958   -2   16   -5 1 1 1
  22959   -1   16   -5 1 1 1
  22960    0   16   -5 1 1 1
  22961    1   16   -5 1 1 1
  22962    2   16   -5 1 1 1
  22963    3   16   -5 1 1 1
  22964    4   16   -5 1 1 1
  22965    5   16   -5 1 1 1
  22966    6   16   -5 1 1 1
  22967    7   16   -5 1 1 1
  22968    8   16   -5 1 1 1
  22969    9   16   -5 1 1 1
  22970   10   16   -5 1 1 1
  22971   11   16   -5 1 1 1
  22972   12   16   -5 1 1 1
  22973   13   16   -5 1 1 1
  22974   14   16   -5 1 1 1
  22975   15   16   -5 1 1 1
  22976   16   16   -5 1 1 1
  22977   17   16   -5 1 1 1
  22978   18   16   -5 1 1 1
  22979  -17   17   -5 1 1 1
  22980  -16   17   -5 1 1 1
  22981  -15   17   -5 1 1 1
  22982  -14   17   -5 1 1 1
  22983  -13   17   -5 1 1 1
  22984  -12   17   -5 1 1 1
  22985  -11   17   -5 1 1 1
  22986  -10   17   -5 1 1 1
  22987   -9   17   -5 1 1 1
  22988   -8   17   -5 1 1 1
  22989   -7   17   -5 1 1 1
  22990   -6   17   -5 1 1 1
  22991   -5   17   -5 1 1 1
  22992   -4   17   -5 1 1 1
  22993   -3   17   -5 1 1 1
  22994   -2   17   -5 1 1 1
  22995   -1   17   -5 1 1 1
  22996    0   17   -5 1 1 1
  22997    1   17   -5 1 1 1
  22998    2   17   -5 1 1 1
  22999    3   17   -5 1 1 1
  23000    4   17   -5 1 1 1
  23001    5   17   -5 1 1 1
  23002    6   17   -5 1 1 1
  23003    7   17   -5 1 1 1
  23004    8   17   -5 1 1 1
  23005    9   17   -5 1 1 1
  23006   10   17   -5 1 1 1
  23007   11   17   -5 1 1 1
  23008   12   17   -5 1 1 1
  23009   13   17   -5 1 1 1
  23010   14   17   -5 1 1 1
  23011   15   17   -5 1 1 1
  23012   16   17   -5 1 1 1
  23013   17   17   -5 1 1 1
  23014  -16   18   -5 1 1 1
  23015  -15   18   -5 1 1 1
  23016  -14   18   -5 1 1 1
  23017  -13   18   -5 1 1 1
  23018  -12   18   -5 1 1 1
  23019  -11   18   -5 1 1 1
  23020  -10   18   -5 1 1 1
  23021   -9   18   -5 1 1 1
  23022   -8   18   -5 1 1 1
  23023   -7   18   -5 1 1 1
  23024   -6   18   -5 1 1 1
  23025   -5   18   -5 1 1 1
  23026   -4   18   -5 1 1 1
  23027   -3   18   -5 1 1 1
  23028   -2   18   -5 1 1 1
  23029   -1   18   -5 1 1 1
  23030    0   18   -5 1 1 1
  23031    1   18   -5 1 1 1
  23032    2   18   -5 1 1 1
  23033    3   18   -5 1 1 1
  23034    4   18   -5 1 1 1
  23035    5   18   -5 1 1 1
  23036    6   18   -5 1 1 1
  23037    7   18   -5 1 1 1
  23038    8   18   -5 1 1 1
  23039    9   18   -5 1 1 1
  23040   10   18   -5 1 1 1
  23041   11   18   -5 1 1 1
  23042   12   18   -5 1 1 1
  23043   13   18   -5 1 1 1
  23044   14   18   -5 1 1 1
  23045   15   18   -5 1 1 1
  23046   16   18   -5 1 1 1
  23047  -15   19   -5 1 1 1
  23048  -14   19   -5 1 1 1
  23049  -13   19   -5 1 1 1
  23050  -12   19   -5 1 1 1
  23051  -11   19   -5 1 1 1
  23052  -10   19   -5 1 1 1
  23053   -9   19   -5 1 1 1
  23054   -8   19   -5 1 1 1
  23055   -7   19   -5 1 1 1
  23056   -6   19   -5 1 1 1
  23057   -5   19   -5 1 1 1
  23058   -4   19   -5 1 1 1
  23059   -3   19   -5 1 1 1
  23060   -2   19   -5 1 1 1
  23061   -1   19   -5 1 1 1
  23062    0   19   -5 1 1 1
  23063    1   19   -5 1 1 1
  23064    2   19   -5 1 1 1
  23065    3   19   -5 1 1 1
  23066    4   19   -5 1 1 1
  23067    5   19   -5 1 1 1
  23068    6   19   -5 1 1 1
  23069    7   19   -5 1 1 1
  23070    8   19   -5 1 1 1
  23071    9   19   -5 1 1 1
  23072   10   19   -5 1 1 1
  23073   11   19   -5 1 1 1
  23074   12   19   -5 1 1 1
  23075   13   19   -5 1 1 1
  23076   14   19   -5 1 1 1
  23077   15   19   -5 1 1 1
  23078  -13   20   -5 1 1 1
  23079  -12   20   -5 1 1 1
  23080  -11   20   -5 1 1 1
  23081  -10   20   -5 1 1 1
  23082   -9   20   -5 1 1 1
  23083   -8   20   -5 1 1 1
  23084   -7   20   -5 1 1 1
  23085   -6   20   -5 1 1 1
  23086   -5   20   -5 1 1 1
  23087   -4   20   -5 1 1 1
  23088   -3   20   -5 1 1 1
  23089   -2   20   -5 1 1 1
  23090   -1   20   -5 1 1 1
  23091    0   20   -5 1 1 1
  23092    1   20   -5 1 1 1
