 >TARELL  ellipsoidal grain; AX,AY,AZ= 49.4900 49.4900 49.4900
     63461 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.00000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   4794   -1  -13  -16 1 1 1
   4795    0  -13  -16 1 1 1
   4796    1  -13  -16 1 1 1
   4797    2  -13  -16 1 1 1
   4798    3  -13  -16 1 1 1
   4799    4  -13  -16 1 1 1
   4800    5  -13  -16 1 1 1
   4801    6  -13  -16 1 1 1
   4802    7  -13  -16 1 1 1
   4803    8  -13  -16 1 1 1
   4804    9  -13  -16 1 1 1
   4805   10  -13  -16 1 1 1
   4806   11  -13  -16 1 1 1
   4807   12  -13  -16 1 1 1
   4808   13  -13  -16 1 1 1
   4809  -14  -12  -16 1 1 1
   4810  -13  -12  -16 1 1 1
   4811  -12  -12  -16 1 1 1
   4812  -11  -12  -16 1 1 1
   4813  -10  -12  -16 1 1 1
   4814   -9  -12  -16 1 1 1
   4815   -8  -12  -16 1 1 1
   4816   -7  -12  -16 1 1 1
   4817   -6  -12  -16 1 1 1
   4818   -5  -12  -16 1 1 1
   4819   -4  -12  -16 1 1 1
   4820   -3  -12  -16 1 1 1
   4821   -2  -12  -16 1 1 1
   4822   -1  -12  -16 1 1 1
   4823    0  -12  -16 1 1 1
   4824    1  -12  -16 1 1 1
   4825    2  -12  -16 1 1 1
   4826    3  -12  -16 1 1 1
   4827    4  -12  -16 1 1 1
   4828    5  -12  -16 1 1 1
   4829    6  -12  -16 1 1 1
   4830    7  -12  -16 1 1 1
   4831    8  -12  -16 1 1 1
   4832    9  -12  -16 1 1 1
   4833   10  -12  -16 1 1 1
   4834   11  -12  -16 1 1 1
   4835   12  -12  -16 1 1 1
   4836   13  -12  -16 1 1 1
   4837   14  -12  -16 1 1 1
   4838  -15  -11  -16 1 1 1
   4839  -14  -11  -16 1 1 1
   4840  -13  -11  -16 1 1 1
   4841  -12  -11  -16 1 1 1
   4842  -11  -11  -16 1 1 1
   4843  -10  -11  -16 1 1 1
   4844   -9  -11  -16 1 1 1
   4845   -8  -11  -16 1 1 1
   4846   -7  -11  -16 1 1 1
   4847   -6  -11  -16 1 1 1
   4848   -5  -11  -16 1 1 1
   4849   -4  -11  -16 1 1 1
   4850   -3  -11  -16 1 1 1
   4851   -2  -11  -16 1 1 1
   4852   -1  -11  -16 1 1 1
   4853    0  -11  -16 1 1 1
   4854    1  -11  -16 1 1 1
   4855    2  -11  -16 1 1 1
   4856    3  -11  -16 1 1 1
   4857    4  -11  -16 1 1 1
   4858    5  -11  -16 1 1 1
   4859    6  -11  -16 1 1 1
   4860    7  -11  -16 1 1 1
   4861    8  -11  -16 1 1 1
   4862    9  -11  -16 1 1 1
   4863   10  -11  -16 1 1 1
   4864   11  -11  -16 1 1 1
   4865   12  -11  -16 1 1 1
   4866   13  -11  -16 1 1 1
   4867   14  -11  -16 1 1 1
   4868   15  -11  -16 1 1 1
   4869  -16  -10  -16 1 1 1
   4870  -15  -10  -16 1 1 1
   4871  -14  -10  -16 1 1 1
   4872  -13  -10  -16 1 1 1
   4873  -12  -10  -16 1 1 1
   4874  -11  -10  -16 1 1 1
   4875  -10  -10  -16 1 1 1
   4876   -9  -10  -16 1 1 1
   4877   -8  -10  -16 1 1 1
   4878   -7  -10  -16 1 1 1
   4879   -6  -10  -16 1 1 1
   4880   -5  -10  -16 1 1 1
   4881   -4  -10  -16 1 1 1
   4882   -3  -10  -16 1 1 1
   4883   -2  -10  -16 1 1 1
   4884   -1  -10  -16 1 1 1
   4885    0  -10  -16 1 1 1
   4886    1  -10  -16 1 1 1
   4887    2  -10  -16 1 1 1
   4888    3  -10  -16 1 1 1
   4889    4  -10  -16 1 1 1
   4890    5  -10  -16 1 1 1
   4891    6  -10  -16 1 1 1
   4892    7  -10  -16 1 1 1
   4893    8  -10  -16 1 1 1
   4894    9  -10  -16 1 1 1
   4895   10  -10  -16 1 1 1
   4896   11  -10  -16 1 1 1
   4897   12  -10  -16 1 1 1
   4898   13  -10  -16 1 1 1
   4899   14  -10  -16 1 1 1
   4900   15  -10  -16 1 1 1
   4901   16  -10  -16 1 1 1
   4902  -16   -9  -16 1 1 1
   4903  -15   -9  -16 1 1 1
   4904  -14   -9  -16 1 1 1
   4905  -13   -9  -16 1 1 1
   4906  -12   -9  -16 1 1 1
   4907  -11   -9  -16 1 1 1
   4908  -10   -9  -16 1 1 1
   4909   -9   -9  -16 1 1 1
   4910   -8   -9  -16 1 1 1
   4911   -7   -9  -16 1 1 1
   4912   -6   -9  -16 1 1 1
   4913   -5   -9  -16 1 1 1
   4914   -4   -9  -16 1 1 1
   4915   -3   -9  -16 1 1 1
   4916   -2   -9  -16 1 1 1
   4917   -1   -9  -16 1 1 1
   4918    0   -9  -16 1 1 1
   4919    1   -9  -16 1 1 1
   4920    2   -9  -16 1 1 1
   4921    3   -9  -16 1 1 1
   4922    4   -9  -16 1 1 1
   4923    5   -9  -16 1 1 1
   4924    6   -9  -16 1 1 1
   4925    7   -9  -16 1 1 1
   4926    8   -9  -16 1 1 1
   4927    9   -9  -16 1 1 1
   4928   10   -9  -16 1 1 1
   4929   11   -9  -16 1 1 1
   4930   12   -9  -16 1 1 1
   4931   13   -9  -16 1 1 1
   4932   14   -9  -16 1 1 1
   4933   15   -9  -16 1 1 1
   4934   16   -9  -16 1 1 1
   4935  -17   -8  -16 1 1 1
   4936  -16   -8  -16 1 1 1
   4937  -15   -8  -16 1 1 1
   4938  -14   -8  -16 1 1 1
   4939  -13   -8  -16 1 1 1
   4940  -12   -8  -16 1 1 1
   4941  -11   -8  -16 1 1 1
   4942  -10   -8  -16 1 1 1
   4943   -9   -8  -16 1 1 1
   4944   -8   -8  -16 1 1 1
   4945   -7   -8  -16 1 1 1
   4946   -6   -8  -16 1 1 1
   4947   -5   -8  -16 1 1 1
   4948   -4   -8  -16 1 1 1
   4949   -3   -8  -16 1 1 1
   4950   -2   -8  -16 1 1 1
   4951   -1   -8  -16 1 1 1
   4952    0   -8  -16 1 1 1
   4953    1   -8  -16 1 1 1
   4954    2   -8  -16 1 1 1
   4955    3   -8  -16 1 1 1
   4956    4   -8  -16 1 1 1
   4957    5   -8  -16 1 1 1
   4958    6   -8  -16 1 1 1
   4959    7   -8  -16 1 1 1
   4960    8   -8  -16 1 1 1
   4961    9   -8  -16 1 1 1
   4962   10   -8  -16 1 1 1
   4963   11   -8  -16 1 1 1
   4964   12   -8  -16 1 1 1
   4965   13   -8  -16 1 1 1
   4966   14   -8  -16 1 1 1
   4967   15   -8  -16 1 1 1
   4968   16   -8  -16 1 1 1
   4969   17   -8  -16 1 1 1
   4970  -17   -7  -16 1 1 1
   4971  -16   -7  -16 1 1 1
   4972  -15   -7  -16 1 1 1
   4973  -14   -7  -16 1 1 1
   4974  -13   -7  -16 1 1 1
   4975  -12   -7  -16 1 1 1
   4976  -11   -7  -16 1 1 1
   4977  -10   -7  -16 1 1 1
   4978   -9   -7  -16 1 1 1
   4979   -8   -7  -16 1 1 1
   4980   -7   -7  -16 1 1 1
   4981   -6   -7  -16 1 1 1
   4982   -5   -7  -16 1 1 1
   4983   -4   -7  -16 1 1 1
   4984   -3   -7  -16 1 1 1
   4985   -2   -7  -16 1 1 1
   4986   -1   -7  -16 1 1 1
   4987    0   -7  -16 1 1 1
   4988    1   -7  -16 1 1 1
   4989    2   -7  -16 1 1 1
   4990    3   -7  -16 1 1 1
   4991    4   -7  -16 1 1 1
   4992    5   -7  -16 1 1 1
   4993    6   -7  -16 1 1 1
   4994    7   -7  -16 1 1 1
   4995    8   -7  -16 1 1 1
   4996    9   -7  -16 1 1 1
   4997   10   -7  -16 1 1 1
   4998   11   -7  -16 1 1 1
   4999   12   -7  -16 1 1 1
   5000   13   -7  -16 1 1 1
   5001   14   -7  -16 1 1 1
   5002   15   -7  -16 1 1 1
   5003   16   -7  -16 1 1 1
   5004   17   -7  -16 1 1 1
   5005  -17   -6  -16 1 1 1
   5006  -16   -6  -16 1 1 1
   5007  -15   -6  -16 1 1 1
   5008  -14   -6  -16 1 1 1
   5009  -13   -6  -16 1 1 1
   5010  -12   -6  -16 1 1 1
   5011  -11   -6  -16 1 1 1
   5012  -10   -6  -16 1 1 1
   5013   -9   -6  -16 1 1 1
   5014   -8   -6  -16 1 1 1
   5015   -7   -6  -16 1 1 1
   5016   -6   -6  -16 1 1 1
   5017   -5   -6  -16 1 1 1
   5018   -4   -6  -16 1 1 1
   5019   -3   -6  -16 1 1 1
   5020   -2   -6  -16 1 1 1
   5021   -1   -6  -16 1 1 1
   5022    0   -6  -16 1 1 1
   5023    1   -6  -16 1 1 1
   5024    2   -6  -16 1 1 1
   5025    3   -6  -16 1 1 1
   5026    4   -6  -16 1 1 1
   5027    5   -6  -16 1 1 1
   5028    6   -6  -16 1 1 1
   5029    7   -6  -16 1 1 1
   5030    8   -6  -16 1 1 1
   5031    9   -6  -16 1 1 1
   5032   10   -6  -16 1 1 1
   5033   11   -6  -16 1 1 1
   5034   12   -6  -16 1 1 1
   5035   13   -6  -16 1 1 1
   5036   14   -6  -16 1 1 1
   5037   15   -6  -16 1 1 1
   5038   16   -6  -16 1 1 1
   5039   17   -6  -16 1 1 1
   5040  -18   -5  -16 1 1 1
   5041  -17   -5  -16 1 1 1
   5042  -16   -5  -16 1 1 1
   5043  -15   -5  -16 1 1 1
   5044  -14   -5  -16 1 1 1
   5045  -13   -5  -16 1 1 1
   5046  -12   -5  -16 1 1 1
   5047  -11   -5  -16 1 1 1
   5048  -10   -5  -16 1 1 1
   5049   -9   -5  -16 1 1 1
   5050   -8   -5  -16 1 1 1
   5051   -7   -5  -16 1 1 1
   5052   -6   -5  -16 1 1 1
   5053   -5   -5  -16 1 1 1
   5054   -4   -5  -16 1 1 1
   5055   -3   -5  -16 1 1 1
   5056   -2   -5  -16 1 1 1
   5057   -1   -5  -16 1 1 1
   5058    0   -5  -16 1 1 1
   5059    1   -5  -16 1 1 1
   5060    2   -5  -16 1 1 1
   5061    3   -5  -16 1 1 1
   5062    4   -5  -16 1 1 1
   5063    5   -5  -16 1 1 1
   5064    6   -5  -16 1 1 1
   5065    7   -5  -16 1 1 1
   5066    8   -5  -16 1 1 1
   5067    9   -5  -16 1 1 1
   5068   10   -5  -16 1 1 1
   5069   11   -5  -16 1 1 1
   5070   12   -5  -16 1 1 1
   5071   13   -5  -16 1 1 1
   5072   14   -5  -16 1 1 1
   5073   15   -5  -16 1 1 1
   5074   16   -5  -16 1 1 1
   5075   17   -5  -16 1 1 1
   5076   18   -5  -16 1 1 1
   5077  -18   -4  -16 1 1 1
   5078  -17   -4  -16 1 1 1
   5079  -16   -4  -16 1 1 1
   5080  -15   -4  -16 1 1 1
   5081  -14   -4  -16 1 1 1
   5082  -13   -4  -16 1 1 1
   5083  -12   -4  -16 1 1 1
   5084  -11   -4  -16 1 1 1
   5085  -10   -4  -16 1 1 1
   5086   -9   -4  -16 1 1 1
   5087   -8   -4  -16 1 1 1
   5088   -7   -4  -16 1 1 1
   5089   -6   -4  -16 1 1 1
   5090   -5   -4  -16 1 1 1
   5091   -4   -4  -16 1 1 1
   5092   -3   -4  -16 1 1 1
   5093   -2   -4  -16 1 1 1
   5094   -1   -4  -16 1 1 1
   5095    0   -4  -16 1 1 1
   5096    1   -4  -16 1 1 1
   5097    2   -4  -16 1 1 1
   5098    3   -4  -16 1 1 1
   5099    4   -4  -16 1 1 1
   5100    5   -4  -16 1 1 1
   5101    6   -4  -16 1 1 1
   5102    7   -4  -16 1 1 1
   5103    8   -4  -16 1 1 1
   5104    9   -4  -16 1 1 1
   5105   10   -4  -16 1 1 1
   5106   11   -4  -16 1 1 1
   5107   12   -4  -16 1 1 1
   5108   13   -4  -16 1 1 1
   5109   14   -4  -16 1 1 1
   5110   15   -4  -16 1 1 1
   5111   16   -4  -16 1 1 1
   5112   17   -4  -16 1 1 1
   5113   18   -4  -16 1 1 1
   5114  -18   -3  -16 1 1 1
   5115  -17   -3  -16 1 1 1
   5116  -16   -3  -16 1 1 1
   5117  -15   -3  -16 1 1 1
   5118  -14   -3  -16 1 1 1
   5119  -13   -3  -16 1 1 1
   5120  -12   -3  -16 1 1 1
   5121  -11   -3  -16 1 1 1
   5122  -10   -3  -16 1 1 1
   5123   -9   -3  -16 1 1 1
   5124   -8   -3  -16 1 1 1
   5125   -7   -3  -16 1 1 1
   5126   -6   -3  -16 1 1 1
   5127   -5   -3  -16 1 1 1
   5128   -4   -3  -16 1 1 1
   5129   -3   -3  -16 1 1 1
   5130   -2   -3  -16 1 1 1
   5131   -1   -3  -16 1 1 1
   5132    0   -3  -16 1 1 1
   5133    1   -3  -16 1 1 1
   5134    2   -3  -16 1 1 1
   5135    3   -3  -16 1 1 1
   5136    4   -3  -16 1 1 1
   5137    5   -3  -16 1 1 1
   5138    6   -3  -16 1 1 1
   5139    7   -3  -16 1 1 1
   5140    8   -3  -16 1 1 1
   5141    9   -3  -16 1 1 1
   5142   10   -3  -16 1 1 1
   5143   11   -3  -16 1 1 1
   5144   12   -3  -16 1 1 1
   5145   13   -3  -16 1 1 1
   5146   14   -3  -16 1 1 1
   5147   15   -3  -16 1 1 1
   5148   16   -3  -16 1 1 1
   5149   17   -3  -16 1 1 1
   5150   18   -3  -16 1 1 1
   5151  -18   -2  -16 1 1 1
   5152  -17   -2  -16 1 1 1
   5153  -16   -2  -16 1 1 1
   5154  -15   -2  -16 1 1 1
   5155  -14   -2  -16 1 1 1
   5156  -13   -2  -16 1 1 1
   5157  -12   -2  -16 1 1 1
   5158  -11   -2  -16 1 1 1
   5159  -10   -2  -16 1 1 1
   5160   -9   -2  -16 1 1 1
   5161   -8   -2  -16 1 1 1
   5162   -7   -2  -16 1 1 1
   5163   -6   -2  -16 1 1 1
   5164   -5   -2  -16 1 1 1
   5165   -4   -2  -16 1 1 1
   5166   -3   -2  -16 1 1 1
   5167   -2   -2  -16 1 1 1
   5168   -1   -2  -16 1 1 1
   5169    0   -2  -16 1 1 1
   5170    1   -2  -16 1 1 1
   5171    2   -2  -16 1 1 1
   5172    3   -2  -16 1 1 1
   5173    4   -2  -16 1 1 1
   5174    5   -2  -16 1 1 1
   5175    6   -2  -16 1 1 1
   5176    7   -2  -16 1 1 1
   5177    8   -2  -16 1 1 1
   5178    9   -2  -16 1 1 1
   5179   10   -2  -16 1 1 1
   5180   11   -2  -16 1 1 1
   5181   12   -2  -16 1 1 1
   5182   13   -2  -16 1 1 1
   5183   14   -2  -16 1 1 1
   5184   15   -2  -16 1 1 1
   5185   16   -2  -16 1 1 1
   5186   17   -2  -16 1 1 1
   5187   18   -2  -16 1 1 1
   5188  -18   -1  -16 1 1 1
   5189  -17   -1  -16 1 1 1
   5190  -16   -1  -16 1 1 1
   5191  -15   -1  -16 1 1 1
   5192  -14   -1  -16 1 1 1
   5193  -13   -1  -16 1 1 1
   5194  -12   -1  -16 1 1 1
   5195  -11   -1  -16 1 1 1
   5196  -10   -1  -16 1 1 1
   5197   -9   -1  -16 1 1 1
   5198   -8   -1  -16 1 1 1
   5199   -7   -1  -16 1 1 1
   5200   -6   -1  -16 1 1 1
   5201   -5   -1  -16 1 1 1
   5202   -4   -1  -16 1 1 1
   5203   -3   -1  -16 1 1 1
   5204   -2   -1  -16 1 1 1
   5205   -1   -1  -16 1 1 1
   5206    0   -1  -16 1 1 1
   5207    1   -1  -16 1 1 1
   5208    2   -1  -16 1 1 1
   5209    3   -1  -16 1 1 1
   5210    4   -1  -16 1 1 1
   5211    5   -1  -16 1 1 1
   5212    6   -1  -16 1 1 1
   5213    7   -1  -16 1 1 1
   5214    8   -1  -16 1 1 1
   5215    9   -1  -16 1 1 1
   5216   10   -1  -16 1 1 1
   5217   11   -1  -16 1 1 1
   5218   12   -1  -16 1 1 1
   5219   13   -1  -16 1 1 1
   5220   14   -1  -16 1 1 1
   5221   15   -1  -16 1 1 1
   5222   16   -1  -16 1 1 1
   5223   17   -1  -16 1 1 1
   5224   18   -1  -16 1 1 1
   5225  -18    0  -16 1 1 1
   5226  -17    0  -16 1 1 1
   5227  -16    0  -16 1 1 1
   5228  -15    0  -16 1 1 1
   5229  -14    0  -16 1 1 1
   5230  -13    0  -16 1 1 1
   5231  -12    0  -16 1 1 1
   5232  -11    0  -16 1 1 1
   5233  -10    0  -16 1 1 1
   5234   -9    0  -16 1 1 1
   5235   -8    0  -16 1 1 1
   5236   -7    0  -16 1 1 1
   5237   -6    0  -16 1 1 1
   5238   -5    0  -16 1 1 1
   5239   -4    0  -16 1 1 1
   5240   -3    0  -16 1 1 1
   5241   -2    0  -16 1 1 1
   5242   -1    0  -16 1 1 1
   5243    0    0  -16 1 1 1
   5244    1    0  -16 1 1 1
   5245    2    0  -16 1 1 1
   5246    3    0  -16 1 1 1
   5247    4    0  -16 1 1 1
   5248    5    0  -16 1 1 1
   5249    6    0  -16 1 1 1
   5250    7    0  -16 1 1 1
   5251    8    0  -16 1 1 1
   5252    9    0  -16 1 1 1
   5253   10    0  -16 1 1 1
   5254   11    0  -16 1 1 1
   5255   12    0  -16 1 1 1
   5256   13    0  -16 1 1 1
   5257   14    0  -16 1 1 1
   5258   15    0  -16 1 1 1
   5259   16    0  -16 1 1 1
   5260   17    0  -16 1 1 1
   5261   18    0  -16 1 1 1
   5262  -18    1  -16 1 1 1
   5263  -17    1  -16 1 1 1
   5264  -16    1  -16 1 1 1
   5265  -15    1  -16 1 1 1
   5266  -14    1  -16 1 1 1
   5267  -13    1  -16 1 1 1
   5268  -12    1  -16 1 1 1
   5269  -11    1  -16 1 1 1
   5270  -10    1  -16 1 1 1
   5271   -9    1  -16 1 1 1
   5272   -8    1  -16 1 1 1
   5273   -7    1  -16 1 1 1
   5274   -6    1  -16 1 1 1
   5275   -5    1  -16 1 1 1
   5276   -4    1  -16 1 1 1
   5277   -3    1  -16 1 1 1
   5278   -2    1  -16 1 1 1
   5279   -1    1  -16 1 1 1
   5280    0    1  -16 1 1 1
   5281    1    1  -16 1 1 1
   5282    2    1  -16 1 1 1
   5283    3    1  -16 1 1 1
   5284    4    1  -16 1 1 1
   5285    5    1  -16 1 1 1
   5286    6    1  -16 1 1 1
   5287    7    1  -16 1 1 1
   5288    8    1  -16 1 1 1
   5289    9    1  -16 1 1 1
   5290   10    1  -16 1 1 1
   5291   11    1  -16 1 1 1
   5292   12    1  -16 1 1 1
   5293   13    1  -16 1 1 1
   5294   14    1  -16 1 1 1
   5295   15    1  -16 1 1 1
   5296   16    1  -16 1 1 1
   5297   17    1  -16 1 1 1
   5298   18    1  -16 1 1 1
   5299  -18    2  -16 1 1 1
   5300  -17    2  -16 1 1 1
   5301  -16    2  -16 1 1 1
   5302  -15    2  -16 1 1 1
   5303  -14    2  -16 1 1 1
   5304  -13    2  -16 1 1 1
   5305  -12    2  -16 1 1 1
   5306  -11    2  -16 1 1 1
   5307  -10    2  -16 1 1 1
   5308   -9    2  -16 1 1 1
   5309   -8    2  -16 1 1 1
   5310   -7    2  -16 1 1 1
   5311   -6    2  -16 1 1 1
   5312   -5    2  -16 1 1 1
   5313   -4    2  -16 1 1 1
   5314   -3    2  -16 1 1 1
   5315   -2    2  -16 1 1 1
   5316   -1    2  -16 1 1 1
   5317    0    2  -16 1 1 1
   5318    1    2  -16 1 1 1
   5319    2    2  -16 1 1 1
   5320    3    2  -16 1 1 1
   5321    4    2  -16 1 1 1
   5322    5    2  -16 1 1 1
   5323    6    2  -16 1 1 1
   5324    7    2  -16 1 1 1
   5325    8    2  -16 1 1 1
   5326    9    2  -16 1 1 1
   5327   10    2  -16 1 1 1
   5328   11    2  -16 1 1 1
   5329   12    2  -16 1 1 1
   5330   13    2  -16 1 1 1
   5331   14    2  -16 1 1 1
   5332   15    2  -16 1 1 1
   5333   16    2  -16 1 1 1
   5334   17    2  -16 1 1 1
   5335   18    2  -16 1 1 1
   5336  -18    3  -16 1 1 1
   5337  -17    3  -16 1 1 1
   5338  -16    3  -16 1 1 1
   5339  -15    3  -16 1 1 1
   5340  -14    3  -16 1 1 1
   5341  -13    3  -16 1 1 1
   5342  -12    3  -16 1 1 1
   5343  -11    3  -16 1 1 1
   5344  -10    3  -16 1 1 1
   5345   -9    3  -16 1 1 1
   5346   -8    3  -16 1 1 1
   5347   -7    3  -16 1 1 1
   5348   -6    3  -16 1 1 1
   5349   -5    3  -16 1 1 1
   5350   -4    3  -16 1 1 1
   5351   -3    3  -16 1 1 1
   5352   -2    3  -16 1 1 1
   5353   -1    3  -16 1 1 1
   5354    0    3  -16 1 1 1
   5355    1    3  -16 1 1 1
   5356    2    3  -16 1 1 1
   5357    3    3  -16 1 1 1
   5358    4    3  -16 1 1 1
   5359    5    3  -16 1 1 1
   5360    6    3  -16 1 1 1
   5361    7    3  -16 1 1 1
   5362    8    3  -16 1 1 1
   5363    9    3  -16 1 1 1
   5364   10    3  -16 1 1 1
   5365   11    3  -16 1 1 1
   5366   12    3  -16 1 1 1
   5367   13    3  -16 1 1 1
   5368   14    3  -16 1 1 1
   5369   15    3  -16 1 1 1
   5370   16    3  -16 1 1 1
   5371   17    3  -16 1 1 1
   5372   18    3  -16 1 1 1
   5373  -18    4  -16 1 1 1
   5374  -17    4  -16 1 1 1
   5375  -16    4  -16 1 1 1
   5376  -15    4  -16 1 1 1
   5377  -14    4  -16 1 1 1
   5378  -13    4  -16 1 1 1
   5379  -12    4  -16 1 1 1
   5380  -11    4  -16 1 1 1
   5381  -10    4  -16 1 1 1
   5382   -9    4  -16 1 1 1
   5383   -8    4  -16 1 1 1
   5384   -7    4  -16 1 1 1
   5385   -6    4  -16 1 1 1
   5386   -5    4  -16 1 1 1
   5387   -4    4  -16 1 1 1
   5388   -3    4  -16 1 1 1
   5389   -2    4  -16 1 1 1
   5390   -1    4  -16 1 1 1
   5391    0    4  -16 1 1 1
   5392    1    4  -16 1 1 1
   5393    2    4  -16 1 1 1
   5394    3    4  -16 1 1 1
   5395    4    4  -16 1 1 1
   5396    5    4  -16 1 1 1
   5397    6    4  -16 1 1 1
   5398    7    4  -16 1 1 1
   5399    8    4  -16 1 1 1
   5400    9    4  -16 1 1 1
   5401   10    4  -16 1 1 1
   5402   11    4  -16 1 1 1
   5403   12    4  -16 1 1 1
   5404   13    4  -16 1 1 1
   5405   14    4  -16 1 1 1
   5406   15    4  -16 1 1 1
   5407   16    4  -16 1 1 1
   5408   17    4  -16 1 1 1
   5409   18    4  -16 1 1 1
   5410  -18    5  -16 1 1 1
   5411  -17    5  -16 1 1 1
   5412  -16    5  -16 1 1 1
   5413  -15    5  -16 1 1 1
   5414  -14    5  -16 1 1 1
   5415  -13    5  -16 1 1 1
   5416  -12    5  -16 1 1 1
   5417  -11    5  -16 1 1 1
   5418  -10    5  -16 1 1 1
   5419   -9    5  -16 1 1 1
   5420   -8    5  -16 1 1 1
   5421   -7    5  -16 1 1 1
   5422   -6    5  -16 1 1 1
   5423   -5    5  -16 1 1 1
   5424   -4    5  -16 1 1 1
   5425   -3    5  -16 1 1 1
   5426   -2    5  -16 1 1 1
   5427   -1    5  -16 1 1 1
   5428    0    5  -16 1 1 1
   5429    1    5  -16 1 1 1
   5430    2    5  -16 1 1 1
   5431    3    5  -16 1 1 1
   5432    4    5  -16 1 1 1
   5433    5    5  -16 1 1 1
   5434    6    5  -16 1 1 1
   5435    7    5  -16 1 1 1
   5436    8    5  -16 1 1 1
   5437    9    5  -16 1 1 1
   5438   10    5  -16 1 1 1
   5439   11    5  -16 1 1 1
   5440   12    5  -16 1 1 1
   5441   13    5  -16 1 1 1
   5442   14    5  -16 1 1 1
   5443   15    5  -16 1 1 1
   5444   16    5  -16 1 1 1
   5445   17    5  -16 1 1 1
   5446   18    5  -16 1 1 1
   5447  -17    6  -16 1 1 1
   5448  -16    6  -16 1 1 1
   5449  -15    6  -16 1 1 1
   5450  -14    6  -16 1 1 1
   5451  -13    6  -16 1 1 1
   5452  -12    6  -16 1 1 1
   5453  -11    6  -16 1 1 1
   5454  -10    6  -16 1 1 1
   5455   -9    6  -16 1 1 1
   5456   -8    6  -16 1 1 1
   5457   -7    6  -16 1 1 1
   5458   -6    6  -16 1 1 1
   5459   -5    6  -16 1 1 1
   5460   -4    6  -16 1 1 1
   5461   -3    6  -16 1 1 1
   5462   -2    6  -16 1 1 1
   5463   -1    6  -16 1 1 1
   5464    0    6  -16 1 1 1
   5465    1    6  -16 1 1 1
   5466    2    6  -16 1 1 1
   5467    3    6  -16 1 1 1
   5468    4    6  -16 1 1 1
   5469    5    6  -16 1 1 1
   5470    6    6  -16 1 1 1
   5471    7    6  -16 1 1 1
   5472    8    6  -16 1 1 1
   5473    9    6  -16 1 1 1
   5474   10    6  -16 1 1 1
   5475   11    6  -16 1 1 1
   5476   12    6  -16 1 1 1
   5477   13    6  -16 1 1 1
   5478   14    6  -16 1 1 1
   5479   15    6  -16 1 1 1
   5480   16    6  -16 1 1 1
   5481   17    6  -16 1 1 1
   5482  -17    7  -16 1 1 1
   5483  -16    7  -16 1 1 1
   5484  -15    7  -16 1 1 1
   5485  -14    7  -16 1 1 1
   5486  -13    7  -16 1 1 1
   5487  -12    7  -16 1 1 1
   5488  -11    7  -16 1 1 1
   5489  -10    7  -16 1 1 1
   5490   -9    7  -16 1 1 1
   5491   -8    7  -16 1 1 1
   5492   -7    7  -16 1 1 1
   5493   -6    7  -16 1 1 1
   5494   -5    7  -16 1 1 1
   5495   -4    7  -16 1 1 1
   5496   -3    7  -16 1 1 1
   5497   -2    7  -16 1 1 1
   5498   -1    7  -16 1 1 1
   5499    0    7  -16 1 1 1
   5500    1    7  -16 1 1 1
   5501    2    7  -16 1 1 1
   5502    3    7  -16 1 1 1
   5503    4    7  -16 1 1 1
   5504    5    7  -16 1 1 1
   5505    6    7  -16 1 1 1
   5506    7    7  -16 1 1 1
   5507    8    7  -16 1 1 1
   5508    9    7  -16 1 1 1
   5509   10    7  -16 1 1 1
   5510   11    7  -16 1 1 1
   5511   12    7  -16 1 1 1
   5512   13    7  -16 1 1 1
   5513   14    7  -16 1 1 1
   5514   15    7  -16 1 1 1
   5515   16    7  -16 1 1 1
   5516   17    7  -16 1 1 1
   5517  -17    8  -16 1 1 1
   5518  -16    8  -16 1 1 1
   5519  -15    8  -16 1 1 1
   5520  -14    8  -16 1 1 1
